sector,technology,year,region,scenario_source,name_abcd,metric,production,technology_share,scope,percentage_of_initial_production_by_scope
automotive,electric,2025,vietnam,pdp8_2023,Toyota Motor Corporation,target_pdp8_ndc,1280,0.01904761904761905,sector,0
automotive,electric,2025,vietnam,pdp8_2023,Vingroup JSC,projected,45000,1,sector,0
automotive,electric,2025,vietnam,pdp8_2023,Vingroup JSC,target_pdp8_ndc,45900,0.9714285714285714,sector,0
automotive,electric,2025,vietnam,steps_2023,Ford Motor Company,projected,0,0,sector,0
automotive,electric,2025,vietnam,steps_2023,Ford Motor Company,target_steps,1000,0.01904761904761905,sector,0
automotive,electric,2025,vietnam,steps_2023,Honda Motor Co Ltd,projected,0,0,sector,0
automotive,electric,2025,vietnam,steps_2023,Honda Motor Co Ltd,target_steps,360,0.01904761904761905,sector,0
automotive,electric,2025,vietnam,steps_2023,Hyundai Motor Company,projected,0,0,sector,0
automotive,electric,2025,vietnam,steps_2023,Hyundai Motor Company,target_steps,900,0.01904761904761905,sector,0
automotive,electric,2025,vietnam,steps_2023,THACO Industries,projected,0,0,sector,0
automotive,electric,2025,vietnam,steps_2023,THACO Industries,target_steps,2400,0.01904761904761905,sector,0
automotive,electric,2025,vietnam,steps_2023,Toyota Motor Corporation,projected,0,0,sector,0
automotive,electric,2025,vietnam,steps_2023,Toyota Motor Corporation,target_steps,1280,0.01904761904761905,sector,0
automotive,electric,2025,vietnam,steps_2023,Vingroup JSC,projected,45000,1,sector,0
automotive,electric,2025,vietnam,steps_2023,Vingroup JSC,target_steps,45900,0.9714285714285714,sector,0
automotive,electric,2026,vietnam,nze_2023,Ford Motor Company,projected,0,0,sector,0
automotive,electric,2026,vietnam,nze_2023,Ford Motor Company,target_nze_global,4000,0.07345514645119823,sector,0.05714285714285714
automotive,electric,2026,vietnam,nze_2023,Honda Motor Co Ltd,projected,0,0,sector,0
automotive,electric,2026,vietnam,nze_2023,Honda Motor Co Ltd,target_nze_global,1440,0.07017543859649122,sector,0.05714285714285714
automotive,electric,2026,vietnam,nze_2023,Hyundai Motor Company,projected,0,0,sector,0
automotive,electric,2026,vietnam,nze_2023,Hyundai Motor Company,target_nze_global,3600,0.07345514645119823,sector,0.05714285714285714
automotive,electric,2026,vietnam,nze_2023,THACO Industries,projected,0,0,sector,0
automotive,electric,2026,vietnam,nze_2023,THACO Industries,target_nze_global,9600,0.07345514645119823,sector,0.05714285714285714
automotive,electric,2026,vietnam,nze_2023,Toyota Motor Corporation,projected,0,0,sector,0
automotive,electric,2026,vietnam,nze_2023,Toyota Motor Corporation,target_nze_global,5120,0.0733480220387885,sector,0.05714285714285714
automotive,electric,2026,vietnam,nze_2023,Vingroup JSC,projected,70000,1,sector,0.5555555555555556
automotive,electric,2026,vietnam,nze_2023,Vingroup JSC,target_nze_global,48600,0.9473684210526315,sector,0.05714285714285714
automotive,electric,2026,vietnam,pdp8_2023,Ford Motor Company,projected,0,0,sector,0
automotive,electric,2026,vietnam,pdp8_2023,Ford Motor Company,target_pdp8_ndc,2500,0.04569548528605374,sector,0.02857142857142857
automotive,electric,2026,vietnam,pdp8_2023,Honda Motor Co Ltd,projected,0,0,sector,0
automotive,electric,2026,vietnam,pdp8_2023,Honda Motor Co Ltd,target_pdp8_ndc,900,0.045871559633027525,sector,0.02857142857142857
automotive,electric,2026,vietnam,pdp8_2023,Hyundai Motor Company,projected,0,0,sector,0
automotive,electric,2026,vietnam,pdp8_2023,Hyundai Motor Company,target_pdp8_ndc,2250,0.04569548528605374,sector,0.02857142857142857
automotive,electric,2026,vietnam,pdp8_2023,THACO Industries,projected,0,0,sector,0
automotive,electric,2026,vietnam,pdp8_2023,THACO Industries,target_pdp8_ndc,6000,0.04569548528605374,sector,0.02857142857142857
automotive,electric,2026,vietnam,pdp8_2023,Toyota Motor Corporation,projected,0,0,sector,0
automotive,electric,2026,vietnam,pdp8_2023,Toyota Motor Corporation,target_pdp8_ndc,3200,0.04570096714671724,sector,0.02857142857142857
automotive,electric,2026,vietnam,pdp8_2023,Vingroup JSC,projected,70000,1,sector,0.5555555555555556
automotive,electric,2026,vietnam,pdp8_2023,Vingroup JSC,target_pdp8_ndc,47250,0.963302752293578,sector,0.02857142857142857
automotive,electric,2026,vietnam,steps_2023,Ford Motor Company,projected,0,0,sector,0
automotive,electric,2026,vietnam,steps_2023,Ford Motor Company,target_steps,1000,0.018224895206852557,sector,0
automotive,electric,2026,vietnam,steps_2023,Honda Motor Co Ltd,projected,0,0,sector,0
automotive,electric,2026,vietnam,steps_2023,Honda Motor Co Ltd,target_steps,360,0.018867924528301886,sector,0
automotive,electric,2026,vietnam,steps_2023,Hyundai Motor Company,projected,0,0,sector,0
automotive,electric,2026,vietnam,steps_2023,Hyundai Motor Company,target_steps,900,0.018224895206852557,sector,0
automotive,electric,2026,vietnam,steps_2023,THACO Industries,projected,0,0,sector,0
automotive,electric,2026,vietnam,steps_2023,THACO Industries,target_steps,2400,0.018224895206852557,sector,0
automotive,electric,2026,vietnam,steps_2023,Toyota Motor Corporation,projected,0,0,sector,0
automotive,electric,2026,vietnam,steps_2023,Toyota Motor Corporation,target_steps,1280,0.018244325729630494,sector,0
automotive,electric,2026,vietnam,steps_2023,Vingroup JSC,projected,70000,1,sector,0.5555555555555556
automotive,electric,2026,vietnam,steps_2023,Vingroup JSC,target_steps,45900,0.9622641509433962,sector,0
automotive,electric,2027,vietnam,nze_2023,Ford Motor Company,projected,0,0,sector,0
automotive,electric,2027,vietnam,nze_2023,Ford Motor Company,target_nze_global,8500,0.15234339994623175,sector,0.14285714285714285
automotive,electric,2027,vietnam,nze_2023,Honda Motor Co Ltd,projected,0,0,sector,0
automotive,electric,2027,vietnam,nze_2023,Honda Motor Co Ltd,target_nze_global,3060,0.136,sector,0.14285714285714285
automotive,electric,2027,vietnam,nze_2023,Hyundai Motor Company,projected,0,0,sector,0
automotive,electric,2027,vietnam,nze_2023,Hyundai Motor Company,target_nze_global,7650.000000000001,0.15234339994623175,sector,0.14285714285714288
automotive,electric,2027,vietnam,nze_2023,THACO Industries,projected,0,0,sector,0
automotive,electric,2027,vietnam,nze_2023,THACO Industries,target_nze_global,20400,0.15234339994623175,sector,0.14285714285714285
automotive,electric,2027,vietnam,nze_2023,Toyota Motor Corporation,projected,0,0,sector,0
automotive,electric,2027,vietnam,nze_2023,Toyota Motor Corporation,target_nze_global,10880,0.15177343351123931,sector,0.14285714285714285
automotive,electric,2027,vietnam,nze_2023,Vingroup JSC,projected,100000,1,sector,1.2222222222222223
automotive,electric,2027,vietnam,nze_2023,Vingroup JSC,target_nze_global,52650,0.936,sector,0.14285714285714285
automotive,electric,2027,vietnam,pdp8_2023,Ford Motor Company,projected,0,0,sector,0
automotive,electric,2027,vietnam,pdp8_2023,Ford Motor Company,target_pdp8_ndc,4500,0.07955449482895784,sector,0.06666666666666667
automotive,electric,2027,vietnam,pdp8_2023,Honda Motor Co Ltd,projected,0,0,sector,0
automotive,electric,2027,vietnam,pdp8_2023,Honda Motor Co Ltd,target_pdp8_ndc,1620,0.0782608695652174,sector,0.06666666666666667
automotive,electric,2027,vietnam,pdp8_2023,Hyundai Motor Company,projected,0,0,sector,0
automotive,electric,2027,vietnam,pdp8_2023,Hyundai Motor Company,target_pdp8_ndc,4050,0.07955449482895784,sector,0.06666666666666667
automotive,electric,2027,vietnam,pdp8_2023,THACO Industries,projected,0,0,sector,0
automotive,electric,2027,vietnam,pdp8_2023,THACO Industries,target_pdp8_ndc,10800,0.07955449482895784,sector,0.06666666666666667
automotive,electric,2027,vietnam,pdp8_2023,Toyota Motor Corporation,projected,0,0,sector,0
automotive,electric,2027,vietnam,pdp8_2023,Toyota Motor Corporation,target_pdp8_ndc,5760,0.07951342203129186,sector,0.06666666666666667
automotive,electric,2027,vietnam,pdp8_2023,Vingroup JSC,projected,100000,1,sector,1.2222222222222223
automotive,electric,2027,vietnam,pdp8_2023,Vingroup JSC,target_pdp8_ndc,49050,0.9478260869565217,sector,0.06666666666666667
automotive,electric,2027,vietnam,steps_2023,Ford Motor Company,projected,0,0,sector,0
automotive,electric,2027,vietnam,steps_2023,Ford Motor Company,target_steps,1500,0.026230654892017133,sector,0.009523809523809525
automotive,electric,2027,vietnam,steps_2023,Honda Motor Co Ltd,projected,0,0,sector,0
automotive,electric,2027,vietnam,steps_2023,Honda Motor Co Ltd,target_steps,540,0.028037383177570093,sector,0.009523809523809525
automotive,electric,2027,vietnam,steps_2023,Hyundai Motor Company,projected,0,0,sector,0
automotive,electric,2027,vietnam,steps_2023,Hyundai Motor Company,target_steps,1350,0.026230654892017133,sector,0.009523809523809525
automotive,electric,2027,vietnam,steps_2023,THACO Industries,projected,0,0,sector,0
automotive,electric,2027,vietnam,steps_2023,THACO Industries,target_steps,3600,0.026230654892017136,sector,0.009523809523809525
automotive,electric,2027,vietnam,steps_2023,Toyota Motor Corporation,projected,0,0,sector,0
automotive,electric,2027,vietnam,steps_2023,Toyota Motor Corporation,target_steps,1920,0.026283583438056982,sector,0.009523809523809525
automotive,electric,2027,vietnam,steps_2023,Vingroup JSC,projected,100000,1,sector,1.2222222222222223
automotive,electric,2027,vietnam,steps_2023,Vingroup JSC,target_steps,46350,0.9626168224299065,sector,0.009523809523809525
automotive,electric,2028,vietnam,nze_2023,Ford Motor Company,projected,0,0,sector,0
automotive,electric,2028,vietnam,nze_2023,Ford Motor Company,target_nze_global,14000.000000000002,0.24606731698743303,sector,0.24761904761904766
automotive,electric,2028,vietnam,nze_2023,Honda Motor Co Ltd,projected,0,0,sector,0
automotive,electric,2028,vietnam,nze_2023,Honda Motor Co Ltd,target_nze_global,5040.000000000001,0.20289855072463772,sector,0.24761904761904766
automotive,electric,2028,vietnam,nze_2023,Hyundai Motor Company,projected,0,0,sector,0
automotive,electric,2028,vietnam,nze_2023,Hyundai Motor Company,target_nze_global,12600.000000000002,0.24606731698743303,sector,0.24761904761904766
automotive,electric,2028,vietnam,nze_2023,THACO Industries,projected,0,0,sector,0
automotive,electric,2028,vietnam,nze_2023,THACO Industries,target_nze_global,33600,0.24606731698743298,sector,0.24761904761904763
automotive,electric,2028,vietnam,nze_2023,Toyota Motor Corporation,projected,0,0,sector,0
automotive,electric,2028,vietnam,nze_2023,Toyota Motor Corporation,target_nze_global,17920,0.2444420800493249,sector,0.24761904761904763
automotive,electric,2028,vietnam,nze_2023,Vingroup JSC,projected,130000,1,sector,1.8888888888888888
automotive,electric,2028,vietnam,nze_2023,Vingroup JSC,target_nze_global,57600,0.927536231884058,sector,0.24761904761904763
automotive,electric,2028,vietnam,pdp8_2023,Ford Motor Company,projected,0,0,sector,0
automotive,electric,2028,vietnam,pdp8_2023,Ford Motor Company,target_pdp8_ndc,7000.000000000001,0.11930123561994037,sector,0.11428571428571431
automotive,electric,2028,vietnam,pdp8_2023,Honda Motor Co Ltd,projected,0,0,sector,0
automotive,electric,2028,vietnam,pdp8_2023,Honda Motor Co Ltd,target_pdp8_ndc,2520.0000000000005,0.11475409836065575,sector,0.11428571428571431
automotive,electric,2028,vietnam,pdp8_2023,Hyundai Motor Company,projected,0,0,sector,0
automotive,electric,2028,vietnam,pdp8_2023,Hyundai Motor Company,target_pdp8_ndc,6300.000000000001,0.11930123561994037,sector,0.11428571428571431
automotive,electric,2028,vietnam,pdp8_2023,THACO Industries,projected,0,0,sector,0
automotive,electric,2028,vietnam,pdp8_2023,THACO Industries,target_pdp8_ndc,16800,0.11930123561994035,sector,0.11428571428571428
automotive,electric,2028,vietnam,pdp8_2023,Toyota Motor Corporation,projected,0,0,sector,0
automotive,electric,2028,vietnam,pdp8_2023,Toyota Motor Corporation,target_pdp8_ndc,8960,0.119153689641874,sector,0.11428571428571428
automotive,electric,2028,vietnam,pdp8_2023,Vingroup JSC,projected,130000,1,sector,1.8888888888888888
automotive,electric,2028,vietnam,pdp8_2023,Vingroup JSC,target_pdp8_ndc,51300,0.9344262295081968,sector,0.11428571428571428
automotive,electric,2028,vietnam,steps_2023,Ford Motor Company,projected,0,0,sector,0
automotive,electric,2028,vietnam,steps_2023,Ford Motor Company,target_steps,2000,0.0332667997338656,sector,0.01904761904761905
automotive,electric,2028,vietnam,steps_2023,Honda Motor Co Ltd,projected,0,0,sector,0
automotive,electric,2028,vietnam,steps_2023,Honda Motor Co Ltd,target_steps,720,0.03669724770642202,sector,0.01904761904761905
automotive,electric,2028,vietnam,steps_2023,Hyundai Motor Company,projected,0,0,sector,0
automotive,electric,2028,vietnam,steps_2023,Hyundai Motor Company,target_steps,1800,0.0332667997338656,sector,0.01904761904761905
automotive,electric,2028,vietnam,steps_2023,THACO Industries,projected,0,0,sector,0
automotive,electric,2028,vietnam,steps_2023,THACO Industries,target_steps,4800,0.0332667997338656,sector,0.01904761904761905
automotive,electric,2028,vietnam,steps_2023,Toyota Motor Corporation,projected,0,0,sector,0
automotive,electric,2028,vietnam,steps_2023,Toyota Motor Corporation,target_steps,2560,0.033364264787146415,sector,0.01904761904761905
automotive,electric,2028,vietnam,steps_2023,Vingroup JSC,projected,130000,1,sector,1.8888888888888888
automotive,electric,2028,vietnam,steps_2023,Vingroup JSC,target_steps,46800,0.9541284403669725,sector,0.01904761904761905
automotive,electric,2029,vietnam,nze_2023,Ford Motor Company,projected,0,0,sector,0
automotive,electric,2029,vietnam,nze_2023,Ford Motor Company,target_nze_global,20000,0.34928396786587496,sector,0.3619047619047619
automotive,electric,2029,vietnam,nze_2023,Honda Motor Co Ltd,projected,0,0,sector,0
automotive,electric,2029,vietnam,nze_2023,Honda Motor Co Ltd,target_nze_global,7200,0.26666666666666666,sector,0.3619047619047619
automotive,electric,2029,vietnam,nze_2023,Hyundai Motor Company,projected,0,0,sector,0
automotive,electric,2029,vietnam,nze_2023,Hyundai Motor Company,target_nze_global,18000,0.34928396786587496,sector,0.3619047619047619
automotive,electric,2029,vietnam,nze_2023,THACO Industries,projected,0,0,sector,0
automotive,electric,2029,vietnam,nze_2023,THACO Industries,target_nze_global,48000,0.34928396786587496,sector,0.3619047619047619
automotive,electric,2029,vietnam,nze_2023,Toyota Motor Corporation,projected,0,0,sector,0
automotive,electric,2029,vietnam,nze_2023,Toyota Motor Corporation,target_nze_global,25600,0.34593472644130463,sector,0.3619047619047619
automotive,electric,2029,vietnam,nze_2023,Vingroup JSC,projected,160000,1,sector,2.5555555555555554
automotive,electric,2029,vietnam,nze_2023,Vingroup JSC,target_nze_global,63000,0.9333333333333333,sector,0.3619047619047619
automotive,electric,2029,vietnam,pdp8_2023,Ford Motor Company,projected,0,0,sector,0
automotive,electric,2029,vietnam,pdp8_2023,Ford Motor Company,target_pdp8_ndc,10000,0.16622340425531915,sector,0.17142857142857143
automotive,electric,2029,vietnam,pdp8_2023,Honda Motor Co Ltd,projected,0,0,sector,0
automotive,electric,2029,vietnam,pdp8_2023,Honda Motor Co Ltd,target_pdp8_ndc,3600,0.15384615384615385,sector,0.17142857142857143
automotive,electric,2029,vietnam,pdp8_2023,Hyundai Motor Company,projected,0,0,sector,0
automotive,electric,2029,vietnam,pdp8_2023,Hyundai Motor Company,target_pdp8_ndc,9000,0.16622340425531915,sector,0.17142857142857143
automotive,electric,2029,vietnam,pdp8_2023,THACO Industries,projected,0,0,sector,0
automotive,electric,2029,vietnam,pdp8_2023,THACO Industries,target_pdp8_ndc,24000,0.16622340425531915,sector,0.17142857142857143
automotive,electric,2029,vietnam,pdp8_2023,Toyota Motor Corporation,projected,0,0,sector,0
automotive,electric,2029,vietnam,pdp8_2023,Toyota Motor Corporation,target_pdp8_ndc,12800,0.1658065452133723,sector,0.17142857142857143
automotive,electric,2029,vietnam,pdp8_2023,Vingroup JSC,projected,160000,1,sector,2.5555555555555554
automotive,electric,2029,vietnam,pdp8_2023,Vingroup JSC,target_pdp8_ndc,54000,0.9230769230769231,sector,0.17142857142857143
automotive,electric,2029,vietnam,steps_2023,Ford Motor Company,projected,0,0,sector,0
automotive,electric,2029,vietnam,steps_2023,Ford Motor Company,target_steps,2500,0.03973299427844882,sector,0.02857142857142857
automotive,electric,2029,vietnam,steps_2023,Honda Motor Co Ltd,projected,0,0,sector,0
automotive,electric,2029,vietnam,steps_2023,Honda Motor Co Ltd,target_steps,900,0.04504504504504504,sector,0.02857142857142857
automotive,electric,2029,vietnam,steps_2023,Hyundai Motor Company,projected,0,0,sector,0
automotive,electric,2029,vietnam,steps_2023,Hyundai Motor Company,target_steps,2250,0.03973299427844882,sector,0.02857142857142857
automotive,electric,2029,vietnam,steps_2023,THACO Industries,projected,0,0,sector,0
automotive,electric,2029,vietnam,steps_2023,THACO Industries,target_steps,6000,0.03973299427844883,sector,0.02857142857142857
automotive,electric,2029,vietnam,steps_2023,Toyota Motor Corporation,projected,0,0,sector,0
automotive,electric,2029,vietnam,steps_2023,Toyota Motor Corporation,target_steps,3200,0.03987996131643752,sector,0.02857142857142857
automotive,electric,2029,vietnam,steps_2023,Vingroup JSC,projected,160000,1,sector,2.5555555555555554
automotive,electric,2029,vietnam,steps_2023,Vingroup JSC,target_steps,47250,0.9459459459459459,sector,0.02857142857142857
automotive,electric,2030,vietnam,nze_2023,Ford Motor Company,projected,0,0,sector,0
automotive,electric,2030,vietnam,nze_2023,Ford Motor Company,target_nze_global,25000,0.4373305344179131,sector,0.45714285714285713
automotive,electric,2030,vietnam,nze_2023,Honda Motor Co Ltd,projected,0,0,sector,0
automotive,electric,2030,vietnam,nze_2023,Honda Motor Co Ltd,target_nze_global,9000,0.3125,sector,0.45714285714285713
automotive,electric,2030,vietnam,nze_2023,Hyundai Motor Company,projected,0,0,sector,0
automotive,electric,2030,vietnam,nze_2023,Hyundai Motor Company,target_nze_global,22500,0.4373305344179131,sector,0.45714285714285713
automotive,electric,2030,vietnam,nze_2023,THACO Industries,projected,0,0,sector,0
automotive,electric,2030,vietnam,nze_2023,THACO Industries,target_nze_global,60000,0.4373305344179131,sector,0.45714285714285713
automotive,electric,2030,vietnam,nze_2023,Toyota Motor Corporation,projected,0,0,sector,0
automotive,electric,2030,vietnam,nze_2023,Toyota Motor Corporation,target_nze_global,32000,0.4319386215218818,sector,0.45714285714285713
automotive,electric,2030,vietnam,nze_2023,Vingroup JSC,projected,200000,1,sector,3.4444444444444446
automotive,electric,2030,vietnam,nze_2023,Vingroup JSC,target_nze_global,67500,0.9375,sector,0.45714285714285713
automotive,electric,2030,vietnam,pdp8_2023,Ford Motor Company,projected,0,0,sector,0
automotive,electric,2030,vietnam,pdp8_2023,Ford Motor Company,target_pdp8_ndc,14000.000000000002,0.23047164375668783,sector,0.24761904761904766
automotive,electric,2030,vietnam,pdp8_2023,Honda Motor Co Ltd,projected,0,0,sector,0
automotive,electric,2030,vietnam,pdp8_2023,Honda Motor Co Ltd,target_pdp8_ndc,5040.000000000001,0.20000000000000004,sector,0.24761904761904766
automotive,electric,2030,vietnam,pdp8_2023,Hyundai Motor Company,projected,0,0,sector,0
automotive,electric,2030,vietnam,pdp8_2023,Hyundai Motor Company,target_pdp8_ndc,12600.000000000002,0.23047164375668783,sector,0.24761904761904766
automotive,electric,2030,vietnam,pdp8_2023,THACO Industries,projected,0,0,sector,0
automotive,electric,2030,vietnam,pdp8_2023,THACO Industries,target_pdp8_ndc,33600,0.2304716437566878,sector,0.24761904761904763
automotive,electric,2030,vietnam,pdp8_2023,Toyota Motor Corporation,projected,0,0,sector,0
automotive,electric,2030,vietnam,pdp8_2023,Toyota Motor Corporation,target_pdp8_ndc,17920,0.2293795232694774,sector,0.24761904761904763
automotive,electric,2030,vietnam,pdp8_2023,Vingroup JSC,projected,200000,1,sector,3.4444444444444446
automotive,electric,2030,vietnam,pdp8_2023,Vingroup JSC,target_pdp8_ndc,57600,0.9142857142857143,sector,0.24761904761904763
automotive,electric,2030,vietnam,steps_2023,Ford Motor Company,projected,0,0,sector,0
automotive,electric,2030,vietnam,steps_2023,Ford Motor Company,target_steps,3000,0.04574216665396051,sector,0.0380952380952381
automotive,electric,2030,vietnam,steps_2023,Honda Motor Co Ltd,projected,0,0,sector,0
automotive,electric,2030,vietnam,steps_2023,Honda Motor Co Ltd,target_steps,1080,0.05309734513274336,sector,0.0380952380952381
automotive,electric,2030,vietnam,steps_2023,Hyundai Motor Company,projected,0,0,sector,0
automotive,electric,2030,vietnam,steps_2023,Hyundai Motor Company,target_steps,2700,0.04574216665396051,sector,0.0380952380952381
automotive,electric,2030,vietnam,steps_2023,THACO Industries,projected,0,0,sector,0
automotive,electric,2030,vietnam,steps_2023,THACO Industries,target_steps,7200,0.04574216665396051,sector,0.0380952380952381
automotive,electric,2030,vietnam,steps_2023,Toyota Motor Corporation,projected,0,0,sector,0
automotive,electric,2030,vietnam,steps_2023,Toyota Motor Corporation,target_steps,3840,0.045941037549619916,sector,0.0380952380952381
automotive,electric,2030,vietnam,steps_2023,Vingroup JSC,projected,200000,1,sector,3.4444444444444446
automotive,electric,2030,vietnam,steps_2023,Vingroup JSC,target_steps,47700,0.9380530973451328,sector,0.0380952380952381
automotive,hybrid,2025,vietnam,nze_2023,Ford Motor Company,projected,0,0,sector,0
automotive,hybrid,2025,vietnam,nze_2023,Ford Motor Company,target_nze_global,1500,0.02857142857142857,sector,0
automotive,hybrid,2025,vietnam,nze_2023,Honda Motor Co Ltd,projected,18000,1,sector,0
automotive,hybrid,2025,vietnam,nze_2023,Honda Motor Co Ltd,target_nze_global,18540,0.9809523809523809,sector,0
automotive,hybrid,2025,vietnam,nze_2023,Hyundai Motor Company,projected,0,0,sector,0
automotive,hybrid,2025,vietnam,nze_2023,Hyundai Motor Company,target_nze_global,1350,0.02857142857142857,sector,0
automotive,hybrid,2025,vietnam,nze_2023,THACO Industries,projected,0,0,sector,0
automotive,hybrid,2025,vietnam,nze_2023,THACO Industries,target_nze_global,3600,0.02857142857142857,sector,0
automotive,hybrid,2025,vietnam,nze_2023,Toyota Motor Corporation,projected,2000,0.03125,sector,0
automotive,hybrid,2025,vietnam,nze_2023,Toyota Motor Corporation,target_nze_global,3920,0.058333333333333334,sector,0
automotive,hybrid,2025,vietnam,nze_2023,Vingroup JSC,projected,0,0,sector,0
automotive,hybrid,2025,vietnam,nze_2023,Vingroup JSC,target_nze_global,1350,0.02857142857142857,sector,0
automotive,hybrid,2025,vietnam,pdp8_2023,Ford Motor Company,projected,0,0,sector,0
automotive,hybrid,2025,vietnam,pdp8_2023,Ford Motor Company,target_pdp8_ndc,1500,0.02857142857142857,sector,0
automotive,hybrid,2025,vietnam,pdp8_2023,Honda Motor Co Ltd,projected,18000,1,sector,0
automotive,hybrid,2025,vietnam,pdp8_2023,Honda Motor Co Ltd,target_pdp8_ndc,18540,0.9809523809523809,sector,0
automotive,hybrid,2025,vietnam,pdp8_2023,Hyundai Motor Company,projected,0,0,sector,0
automotive,hybrid,2025,vietnam,pdp8_2023,Hyundai Motor Company,target_pdp8_ndc,1350,0.02857142857142857,sector,0
automotive,hybrid,2025,vietnam,pdp8_2023,THACO Industries,projected,0,0,sector,0
automotive,hybrid,2025,vietnam,pdp8_2023,THACO Industries,target_pdp8_ndc,3600,0.02857142857142857,sector,0
automotive,hybrid,2025,vietnam,pdp8_2023,Toyota Motor Corporation,projected,2000,0.03125,sector,0
automotive,hybrid,2025,vietnam,pdp8_2023,Toyota Motor Corporation,target_pdp8_ndc,3920,0.058333333333333334,sector,0
automotive,hybrid,2025,vietnam,pdp8_2023,Vingroup JSC,projected,0,0,sector,0
automotive,hybrid,2025,vietnam,pdp8_2023,Vingroup JSC,target_pdp8_ndc,1350,0.02857142857142857,sector,0
automotive,hybrid,2025,vietnam,steps_2023,Ford Motor Company,projected,0,0,sector,0
automotive,hybrid,2025,vietnam,steps_2023,Ford Motor Company,target_steps,1500,0.02857142857142857,sector,0
automotive,hybrid,2025,vietnam,steps_2023,Honda Motor Co Ltd,projected,18000,1,sector,0
automotive,hybrid,2025,vietnam,steps_2023,Honda Motor Co Ltd,target_steps,18540,0.9809523809523809,sector,0
automotive,hybrid,2025,vietnam,steps_2023,Hyundai Motor Company,projected,0,0,sector,0
automotive,hybrid,2025,vietnam,steps_2023,Hyundai Motor Company,target_steps,1350,0.02857142857142857,sector,0
automotive,hybrid,2025,vietnam,steps_2023,THACO Industries,projected,0,0,sector,0
automotive,hybrid,2025,vietnam,steps_2023,THACO Industries,target_steps,3600,0.02857142857142857,sector,0
automotive,hybrid,2025,vietnam,steps_2023,Toyota Motor Corporation,projected,2000,0.03125,sector,0
automotive,hybrid,2025,vietnam,steps_2023,Toyota Motor Corporation,target_steps,3920,0.058333333333333334,sector,0
automotive,hybrid,2025,vietnam,steps_2023,Vingroup JSC,projected,0,0,sector,0
automotive,hybrid,2025,vietnam,steps_2023,Vingroup JSC,target_steps,1350,0.02857142857142857,sector,0
automotive,hybrid,2026,vietnam,nze_2023,Ford Motor Company,projected,0,0,sector,0
automotive,hybrid,2026,vietnam,nze_2023,Ford Motor Company,target_nze_global,3000,0.055091359838398676,sector,0.02857142857142857
automotive,hybrid,2026,vietnam,nze_2023,Honda Motor Co Ltd,projected,19000,1,sector,0.05555555555555555
automotive,hybrid,2026,vietnam,nze_2023,Honda Motor Co Ltd,target_nze_global,19080,0.9298245614035088,sector,0.02857142857142857
automotive,hybrid,2026,vietnam,nze_2023,Hyundai Motor Company,projected,0,0,sector,0
automotive,hybrid,2026,vietnam,nze_2023,Hyundai Motor Company,target_nze_global,2700,0.055091359838398676,sector,0.02857142857142857
automotive,hybrid,2026,vietnam,nze_2023,THACO Industries,projected,0,0,sector,0
